iteration,set,l1_loss,psnr,ssim,lpips,file_size,elapsed
30001,test,0.058907865007456976,21.815698046433297,0.8081340287861071,0.21520751675492839,,620.8248291015625
30001,test,0.060341778554414444,21.57066576104415,0.796859516909248,0.2272017496196847,,620.8248291015625
35000,test,0.055750301107764244,22.207764249098926,0.8112667532343613,0.21613299925076332,,116.48976135253906
