iteration,set,l1_loss,psnr,ssim,lpips,file_size,elapsed
30001,test,0.058907865007456976,21.815698046433297,0.8081340287861071,0.21520751675492839,,653.9627075195312
30001,test,0.060350547495641206,21.569394964920846,0.7968612077989076,0.22721000015735626,,653.9627075195312
35000,test,0.055982484041075954,22.178654720908717,0.8118423192124617,0.21576590443912305,,92.7852783203125
