iteration,set,l1_loss,psnr,ssim,lpips,file_size,elapsed
30001,test,0.058907865007456976,21.815698046433297,0.8081340287861071,0.21520751675492839,,379.15643310546875
30001,test,0.06534418326459432,20.670808014116787,0.7595180288741463,0.26336251238459035,,379.15643310546875
35000,test,0.05604398779963192,22.133967499983935,0.801155055824079,0.234953325437872,,80.52336120605469
