iteration,set,l1_loss,psnr,ssim,lpips,file_size,elapsed
30001,test,0.058907865007456976,21.815698046433297,0.8081340287861071,0.21520751675492839,,739.4578857421875
35000,test,0.05723884539972794,22.072801690352588,0.8103817105293274,0.2126122015087228,,160.37738037109375
