iteration,set,l1_loss,psnr,ssim,lpips,file_size,elapsed
30001,test,0.03105511178728193,25.113122522830963,0.8772367369383574,0.1516651976853609,,737.5706787109375
35000,test,0.030761215777602047,25.172231793403625,0.8780507110059261,0.15014223707839847,,145.364990234375
